Ensembl,En_gene,Name,Entrez,Refseq
2986,ENSMUST00000218127,ENSMUSG00000090841,Myl6,17904,NM_001317219
2987,ENSMUST00000218813,ENSMUSG00000090841,Myl6,17904,
2988,ENSMUST00000035105,ENSMUSG00000032518,Rpsa,16785,NM_011029
2989,ENSMUST00000217356,ENSMUSG00000032518,Rpsa,16785,
2990,ENSMUST00000216813,ENSMUSG00000032518,Rpsa,16785,
2991,ENSMUST00000217317,ENSMUSG00000032518,Rpsa,16785,
2992,ENSMUST00000215568,ENSMUSG00000032518,Rpsa,16785,
2993,ENSMUST00000217352,ENSMUSG00000032518,Rpsa,16785,
2994,ENSMUST00000032217,ENSMUSG00000030124,Lag3,16768,NM_008479
2995,ENSMUST00000139571,ENSMUSG00000030124,Lag3,16768,
2996,ENSMUST00000032760,ENSMUSG00000030544,Mesp1,17292,NM_008588
2997,ENSMUST00000029141,ENSMUSG00000027612,Mmp24,17391,NM_010808
2998,ENSMUST00000135945,ENSMUSG00000027612,Mmp24,17391,
2999,ENSMUST00000034713,ENSMUSG00000032193,Ldlr,16835,NM_010700
3000,ENSMUST00000034713,ENSMUSG00000032193,Ldlr,16835,NM_001252659
3001,ENSMUST00000215917,ENSMUSG00000032193,Ldlr,16835,
3002,ENSMUST00000213114,ENSMUSG00000032193,Ldlr,16835,NM_001252658
3003,ENSMUST00000217111,ENSMUSG00000032193,Ldlr,16835,
3004,ENSMUST00000214359,ENSMUSG00000032193,Ldlr,16835,
3005,ENSMUST00000217613,ENSMUSG00000032193,Ldlr,16835,
3006,ENSMUST00000214549,ENSMUSG00000032193,Ldlr,16835,
3007,ENSMUST00000164309,ENSMUSG00000005410,Mcm5,17218,NM_008566
3008,ENSMUST00000164309,ENSMUSG00000005410,Mcm5,17218,NM_001302540
3009,ENSMUST00000212426,ENSMUSG00000005410,Mcm5,17218,
3010,ENSMUST00000212811,ENSMUSG00000005410,Mcm5,17218,
3011,ENSMUST00000212648,ENSMUSG00000005410,Mcm5,17218,
3012,ENSMUST00000211912,ENSMUSG00000005410,Mcm5,17218,
3013,ENSMUST00000027269,ENSMUSG00000026100,Mstn,17700,NM_010834
3014,ENSMUST00000191197,ENSMUSG00000026100,Mstn,17700,
3015,ENSMUST00000072204,ENSMUSG00000063089,Klk1b8,16624,NM_008457
3016,ENSMUST00000183762,ENSMUSG00000060161,Klk1b7-ps,16604,
3017,ENSMUST00000078897,ENSMUSG00000060161,Klk1b7-ps,16604,
3018,ENSMUST00000078835,ENSMUSG00000063133,Klk1b1,16623,NM_010645
3019,ENSMUST00000170832,ENSMUSG00000064156,Prol1,17830,NM_008644
3020,ENSMUST00000099269,ENSMUSG00000027435,Cd93,17064,NM_010740
3021,ENSMUST00000007156,ENSMUSG00000044485,Klk1b11,16613,NM_010640
3022,ENSMUST00000079859,ENSMUSG00000063177,Klk1b27,16619,NM_020268
3023,ENSMUST00000034207,ENSMUSG00000031757,Mt4,17752,NM_008631
3024,ENSMUST00000085455,ENSMUSG00000066516,Klk1b21,16616,NM_010642
3025,ENSMUST00000034211,ENSMUSG00000031760,Mt3,17751,NM_013603
3026,ENSMUST00000211930,ENSMUSG00000031760,Mt3,17751,
3027,ENSMUST00000211915,ENSMUSG00000031760,Mt3,17751,
3028,ENSMUST00000034214,ENSMUSG00000031762,Mt2,17750,NM_008630
3029,ENSMUST00000212806,ENSMUSG00000031762,Mt2,17750,
3030,ENSMUST00000034215,ENSMUSG00000031765,Mt1,17748,NM_013602
3031,ENSMUST00000212291,ENSMUSG00000031765,Mt1,17748,
3032,ENSMUST00000211807,ENSMUSG00000031765,Mt1,17748,
3033,ENSMUST00000005933,ENSMUSG00000038968,Klk1b16,16615,NM_008454
3034,ENSMUST00000073713,ENSMUSG00000063713,Klk1b24,16617,NM_010643
3035,ENSMUST00000089883,ENSMUSG00000022887,Masp1,17174,NM_008555
3036,ENSMUST00000229619,ENSMUSG00000022887,Masp1,17174,NM_001359083
3037,ENSMUST00000230040,ENSMUSG00000022887,Masp1,17174,
3038,ENSMUST00000229152,ENSMUSG00000022887,Masp1,17174,
3039,ENSMUST00000027860,ENSMUSG00000026573,Xcl1,16963,NM_008510
3040,ENSMUST00000023726,ENSMUSG00000022991,Lalba,16770,NM_010679
3041,ENSMUST00000038160,ENSMUSG00000036446,Lum,17022,NM_008524
3042,ENSMUST00000074359,ENSMUSG00000066512,Klk1b5,16622,NM_008456
3043,ENSMUST00000027706,ENSMUSG00000026443,Lrrn2,16980,NM_010732
3044,ENSMUST00000159088,ENSMUSG00000026443,Lrrn2,16980,
3045,ENSMUST00000075162,ENSMUSG00000063903,Klk1,16612,NM_010639
3046,ENSMUST00000075162,ENSMUSG00000063903,Klk1,16612,NM_001320331
3047,ENSMUST00000205329,ENSMUSG00000063903,Klk1,16612,
3048,ENSMUST00000206144,ENSMUSG00000063903,Klk1,16612,NM_001320332
3049,ENSMUST00000028045,ENSMUSG00000026712,Mrc1,17533,NM_008625
3050,ENSMUST00000146168,ENSMUSG00000026712,Mrc1,17533,
3051,ENSMUST00000023330,ENSMUSG00000022652,Morc1,17450,NM_010816
3052,ENSMUST00000232256,ENSMUSG00000022652,Morc1,17450,
3053,ENSMUST00000232195,ENSMUSG00000022652,Morc1,17450,
3054,ENSMUST00000062292,ENSMUSG00000050295,Foxc1,17300,NM_008592
3055,ENSMUST00000116558,ENSMUSG00000024939,Fam89b,17826,
3056,ENSMUST00000099955,ENSMUSG00000024939,Fam89b,17826,NM_181452
3057,ENSMUST00000161368,ENSMUSG00000024939,Fam89b,17826,NM_023166
3058,ENSMUST00000032342,ENSMUSG00000030218,Mgp,17313,NM_008597
3059,ENSMUST00000203103,ENSMUSG00000030218,Mgp,17313,
3060,ENSMUST00000000445,ENSMUSG00000000435,Myf5,17877,NM_008656
3061,ENSMUST00000044210,ENSMUSG00000035923,Myf6,17878,NM_008657
3062,ENSMUST00000069616,ENSMUSG00000033825,Tpsb2,17229,
3063,ENSMUST00000092584,ENSMUSG00000069662,Marcks,17118,NM_008538
3064,ENSMUST00000223679,ENSMUSG00000039308,Ndst2,17423,NM_010811
3065,ENSMUST00000225000,ENSMUSG00000039308,Ndst2,17423,
3066,ENSMUST00000224829,ENSMUSG00000039308,Ndst2,17423,
3067,ENSMUST00000225419,ENSMUSG00000039308,Ndst2,17423,
3068,ENSMUST00000224234,ENSMUSG00000039308,Ndst2,17423,
3069,ENSMUST00000225320,ENSMUSG00000039308,Ndst2,17423,
3070,ENSMUST00000047490,ENSMUSG00000039308,Ndst2,17423,
3071,ENSMUST00000105158,ENSMUSG00000078365,Mos,17451,NM_020021
3072,ENSMUST00000085050,ENSMUSG00000066361,Serpina3c,16625,NM_008458
3073,ENSMUST00000033824,ENSMUSG00000031447,Lamp1,16783,NM_001317353
3074,ENSMUST00000033824,ENSMUSG00000031447,Lamp1,16783,NM_010684
3075,ENSMUST00000209709,ENSMUSG00000031447,Lamp1,16783,
3076,ENSMUST00000058981,ENSMUSG00000047557,Lxn,17035,NM_016753
3077,ENSMUST00000160827,ENSMUSG00000047557,Lxn,17035,
3078,ENSMUST00000160202,ENSMUSG00000047557,Lxn,17035,
3079,ENSMUST00000078856,ENSMUSG00000058488,Kl,16591,NM_013823
3080,ENSMUST00000202096,ENSMUSG00000058488,Kl,16591,
3081,ENSMUST00000023353,ENSMUSG00000022673,Mcm4,17217,NM_008565
3082,ENSMUST00000229606,ENSMUSG00000022673,Mcm4,17217,
3083,ENSMUST00000230437,ENSMUSG00000022673,Mcm4,17217,
3084,ENSMUST00000043884,ENSMUSG00000036295,Lrrn3,16981,NM_001271709
3085,ENSMUST00000043884,ENSMUSG00000036295,Lrrn3,16981,NM_010733
3086,ENSMUST00000043884,ENSMUSG00000036295,Lrrn3,16981,NM_001271708
3087,ENSMUST00000057942,ENSMUSG00000047259,Mc4r,17202,NM_016977
3088,ENSMUST00000194147,ENSMUSG00000052911,Lamb2,16779,
3089,ENSMUST00000065014,ENSMUSG00000052911,Lamb2,16779,NM_008483
3090,ENSMUST00000195483,ENSMUSG00000052911,Lamb2,16779,
3091,ENSMUST00000195058,ENSMUSG00000052911,Lamb2,16779,
3092,ENSMUST00000191864,ENSMUSG00000052911,Lamb2,16779,
3093,ENSMUST00000193301,ENSMUSG00000052911,Lamb2,16779,
3094,ENSMUST00000194421,ENSMUSG00000052911,Lamb2,16779,
3095,ENSMUST00000099401,ENSMUSG00000025216,Lbx1,16814,NM_010691
3096,ENSMUST00000021860,ENSMUSG00000021423,Ly86,17084,NM_010745
3097,ENSMUST00000225716,ENSMUSG00000021423,Ly86,17084,
3098,ENSMUST00000058150,ENSMUSG00000043165,Lor,16939,NM_008508
3099,ENSMUST00000016033,ENSMUSG00000015889,Lta4h,16993,NM_008517
3100,ENSMUST00000016033,ENSMUSG00000015889,Lta4h,16993,NM_001313897
3101,ENSMUST00000215224,ENSMUSG00000015889,Lta4h,16993,
3102,ENSMUST00000215419,ENSMUSG00000015889,Lta4h,16993,
3103,ENSMUST00000216146,ENSMUSG00000015889,Lta4h,16993,
3104,ENSMUST00000216174,ENSMUSG00000015889,Lta4h,16993,
3105,ENSMUST00000214527,ENSMUSG00000015889,Lta4h,16993,
3106,ENSMUST00000216931,ENSMUSG00000015889,Lta4h,16993,
3107,ENSMUST00000217556,ENSMUSG00000015889,Lta4h,16993,
3108,ENSMUST00000233032,ENSMUSG00000002768,Mea1,17256,
3109,ENSMUST00000232732,ENSMUSG00000002768,Mea1,17256,NM_001277310
3110,ENSMUST00000233644,ENSMUSG00000002768,Mea1,17256,
3111,ENSMUST00000232762,ENSMUSG00000002768,Mea1,17256,NM_001277311
3112,ENSMUST00000233430,ENSMUSG00000002768,Mea1,17256,NM_001277309
3113,ENSMUST00000233491,ENSMUSG00000002768,Mea1,17256,
3114,ENSMUST00000002845,ENSMUSG00000002768,Mea1,17256,NM_010787
3115,ENSMUST00000233612,ENSMUSG00000002768,Mea1,17256,NM_001277312
3116,ENSMUST00000233385,ENSMUSG00000002768,Mea1,17256,
3117,ENSMUST00000038169,ENSMUSG00000033307,Mif,17319,NM_010798
3118,ENSMUST00000218267,ENSMUSG00000033307,Mif,17319,
3119,ENSMUST00000198884,ENSMUSG00000032496,Ltf,17002,
3120,ENSMUST00000196777,ENSMUSG00000032496,Ltf,17002,
3121,ENSMUST00000196209,ENSMUSG00000032496,Ltf,17002,
3122,ENSMUST00000035077,ENSMUSG00000032496,Ltf,17002,NM_008522
3123,ENSMUST00000196122,ENSMUSG00000032496,Ltf,17002,
3124,ENSMUST00000198152,ENSMUSG00000032496,Ltf,17002,
3125,ENSMUST00000200459,ENSMUSG00000032496,Ltf,17002,
3126,ENSMUST00000197893,ENSMUSG00000032496,Ltf,17002,
3127,ENSMUST00000199313,ENSMUSG00000032496,Ltf,17002,
3128,ENSMUST00000199815,ENSMUSG00000032496,Ltf,17002,
3129,ENSMUST00000198233,ENSMUSG00000032496,Ltf,17002,
3130,ENSMUST00000197575,ENSMUSG00000032496,Ltf,17002,
3131,ENSMUST00000121720,ENSMUSG00000082229,Nap1l2,17954,NM_008671
3132,ENSMUST00000075671,ENSMUSG00000030722,Nfatc2ip,18020,NM_010900
3133,ENSMUST00000142947,ENSMUSG00000030722,Nfatc2ip,18020,
3134,ENSMUST00000081966,ENSMUSG00000061923,Odf1,18285,NM_008757
3135,ENSMUST00000072727,ENSMUSG00000059119,Nap1l4,17955,NM_008672
3136,ENSMUST00000208190,ENSMUSG00000059119,Nap1l4,17955,NM_001285489
3137,ENSMUST00000209098,ENSMUSG00000059119,Nap1l4,17955,NM_001285490
3138,ENSMUST00000208282,ENSMUSG00000059119,Nap1l4,17955,
3139,ENSMUST00000207244,ENSMUSG00000059119,Nap1l4,17955,
3140,ENSMUST00000208317,ENSMUSG00000059119,Nap1l4,17955,
3141,ENSMUST00000207948,ENSMUSG00000059119,Nap1l4,17955,
3142,ENSMUST00000208093,ENSMUSG00000059119,Nap1l4,17955,
3143,ENSMUST00000207870,ENSMUSG00000059119,Nap1l4,17955,
3144,ENSMUST00000041685,ENSMUSG00000038255,Neurod2,18013,NM_010895
3145,ENSMUST00000037540,ENSMUSG00000032860,P2ry2,18442,NM_008773
3146,ENSMUST00000208340,ENSMUSG00000032860,P2ry2,18442,
3147,ENSMUST00000207916,ENSMUSG00000032860,P2ry2,18442,NM_001302346
3148,ENSMUST00000178340,ENSMUSG00000032860,P2ry2,18442,NM_001302347
3149,ENSMUST00000207049,ENSMUSG00000032860,P2ry2,18442,
3150,ENSMUST00000208258,ENSMUSG00000032860,P2ry2,18442,
3151,ENSMUST00000026670,ENSMUSG00000025582,Nptx1,18164,NM_008730
3152,ENSMUST00000069620,ENSMUSG00000055866,Per2,18627,NM_011066
3153,ENSMUST00000185298,ENSMUSG00000055866,Per2,18627,
3154,ENSMUST00000038775,ENSMUSG00000033585,Ndn,17984,NM_010882
3155,ENSMUST00000194690,ENSMUSG00000026674,Ddr2,18214,
3156,ENSMUST00000192312,ENSMUSG00000026674,Ddr2,18214,
3157,ENSMUST00000195867,ENSMUSG00000026674,Ddr2,18214,
3158,ENSMUST00000194619,ENSMUSG00000026674,Ddr2,18214,
3159,ENSMUST00000027985,ENSMUSG00000026674,Ddr2,18214,
3160,ENSMUST00000170800,ENSMUSG00000026674,Ddr2,18214,NM_022563
3161,ENSMUST00000026452,ENSMUSG00000025386,Pde6g,18588,NM_012065
3162,ENSMUST00000155421,ENSMUSG00000025386,Pde6g,18588,
3163,ENSMUST00000141795,ENSMUSG00000025386,Pde6g,18588,
3164,ENSMUST00000026381,ENSMUSG00000025330,Padi4,18602,NM_011061
3165,ENSMUST00000137516,ENSMUSG00000025330,Padi4,18602,
3166,ENSMUST00000143019,ENSMUSG00000025330,Padi4,18602,
3167,ENSMUST00000137440,ENSMUSG00000025330,Padi4,18602,
3168,ENSMUST00000215023,ENSMUSG00000060112,Olfr60,18361,
3169,ENSMUST00000211031,ENSMUSG00000060112,Olfr60,18361,
3170,ENSMUST00000216027,ENSMUSG00000060112,Olfr60,18361,
3171,ENSMUST00000210932,ENSMUSG00000060112,Olfr60,18361,
3172,ENSMUST00000075470,ENSMUSG00000060112,Olfr60,18361,NM_146955
3173,ENSMUST00000214180,ENSMUSG00000093942,Olfr46,18345,
3174,ENSMUST00000211771,ENSMUSG00000093942,Olfr46,18345,
3175,ENSMUST00000072655,ENSMUSG00000093942,Olfr46,18345,NM_146934
3176,ENSMUST00000210373,ENSMUSG00000096069,Olfr61,18362,
3177,ENSMUST00000210241,ENSMUSG00000096069,Olfr61,18362,
3178,ENSMUST00000211685,ENSMUSG00000096069,Olfr61,18362,
3179,ENSMUST00000084455,ENSMUSG00000096069,Olfr61,18362,NM_146964
3180,ENSMUST00000020163,ENSMUSG00000019988,Nedd1,17997,NM_008682
3181,ENSMUST00000214417,ENSMUSG00000019988,Nedd1,17997,
3182,ENSMUST00000215970,ENSMUSG00000019988,Nedd1,17997,
3183,ENSMUST00000216086,ENSMUSG00000019988,Nedd1,17997,
3184,ENSMUST00000214637,ENSMUSG00000066122,Olfr45,18344,
3185,ENSMUST00000084454,ENSMUSG00000066122,Olfr45,18344,NM_146963
3186,ENSMUST00000026377,ENSMUSG00000025328,Padi3,18601,NM_011060
3187,ENSMUST00000172098,ENSMUSG00000025328,Padi3,18601,
3188,ENSMUST00000026378,ENSMUSG00000025329,Padi1,18599,NM_011059
3189,ENSMUST00000044752,ENSMUSG00000039481,Nrtn,18188,NM_008738
3190,ENSMUST00000030765,ENSMUSG00000028927,Padi2,18600,NM_008812
3191,ENSMUST00000148160,ENSMUSG00000028927,Padi2,18600,
3192,ENSMUST00000130958,ENSMUSG00000028927,Padi2,18600,
3193,ENSMUST00000021204,ENSMUSG00000020844,Nxn,18230,NM_008750
3194,ENSMUST00000131472,ENSMUSG00000020844,Nxn,18230,
3195,ENSMUST00000000122,ENSMUSG00000000120,Ngfr,18053,NM_033217
3196,ENSMUST00000217041,ENSMUSG00000111021,Olfr50,18350,
3197,ENSMUST00000216753,ENSMUSG00000111021,Olfr50,18350,
3198,ENSMUST00000112950,ENSMUSG00000111021,Olfr50,18350,NM_146946
3199,ENSMUST00000213988,ENSMUSG00000075384,Olfr3,18328,
3200,ENSMUST00000100151,ENSMUSG00000075384,Olfr3,18328,NM_206903
3201,ENSMUST00000084500,ENSMUSG00000030934,Oat,18242,NM_016978
3202,ENSMUST00000211545,ENSMUSG00000030934,Oat,18242,
3203,ENSMUST00000226468,ENSMUSG00000022489,Pde1b,18574,
3204,ENSMUST00000023132,ENSMUSG00000022489,Pde1b,18574,NM_008800
3205,ENSMUST00000226493,ENSMUSG00000022489,Pde1b,18574,
3206,ENSMUST00000227955,ENSMUSG00000022489,Pde1b,18574,NM_001285890
3207,ENSMUST00000227925,ENSMUSG00000022489,Pde1b,18574,
3208,ENSMUST00000061728,ENSMUSG00000048616,Nog,18121,NM_008711
3209,ENSMUST00000020864,ENSMUSG00000020553,Pctp,18559,NM_001316372
3210,ENSMUST00000020864,ENSMUSG00000020553,Pctp,18559,NM_008796
3211,ENSMUST00000124751,ENSMUSG00000027419,Pcsk2,18549,
3212,ENSMUST00000028905,ENSMUSG00000027419,Pcsk2,18549,NM_008792
3213,ENSMUST00000059794,ENSMUSG00000051251,Nhlh1,18071,NM_010916
3214,ENSMUST00000000500,ENSMUSG00000000489,Pdgfb,18591,NM_011057
3215,ENSMUST00000229912,ENSMUSG00000000489,Pdgfb,18591,
3216,ENSMUST00000229795,ENSMUSG00000000489,Pdgfb,18591,
3217,ENSMUST00000229168,ENSMUSG00000000489,Pdgfb,18591,
3218,ENSMUST00000170430,ENSMUSG00000030660,Pik3c2a,18704,NM_011083
3219,ENSMUST00000206805,ENSMUSG00000030660,Pik3c2a,18704,
3220,ENSMUST00000206385,ENSMUSG00000030660,Pik3c2a,18704,
3221,ENSMUST00000206219,ENSMUSG00000030660,Pik3c2a,18704,
3222,ENSMUST00000206248,ENSMUSG00000030660,Pik3c2a,18704,
3223,ENSMUST00000205378,ENSMUSG00000030660,Pik3c2a,18704,
3224,ENSMUST00000205767,ENSMUSG00000030660,Pik3c2a,18704,
3225,ENSMUST00000041099,ENSMUSG00000034701,Neurod1,18012,NM_010894
3226,ENSMUST00000070375,ENSMUSG00000045573,Penk,18619,NM_001002927
3227,ENSMUST00000133567,ENSMUSG00000045573,Penk,18619,
3228,ENSMUST00000219375,ENSMUSG00000037202,Prf1,18646,NM_011073
3229,ENSMUST00000035419,ENSMUSG00000037202,Prf1,18646,
3230,ENSMUST00000214428,ENSMUSG00000075072,Olfr48,18347,
3231,ENSMUST00000216674,ENSMUSG00000075072,Olfr48,18347,
3232,ENSMUST00000099762,ENSMUSG00000075072,Olfr48,18347,NM_010990
3233,ENSMUST00000029331,ENSMUSG00000027765,P2ry1,18441,NM_008772
3234,ENSMUST00000193201,ENSMUSG00000027765,P2ry1,18441,NM_001282016
3235,ENSMUST00000193943,ENSMUSG00000027765,P2ry1,18441,
3236,ENSMUST00000021822,ENSMUSG00000021390,Ogn,18295,NM_008760
3237,ENSMUST00000215659,ENSMUSG00000075066,Olfr32,18331,
3238,ENSMUST00000215153,ENSMUSG00000075066,Olfr32,18331,
3239,ENSMUST00000099755,ENSMUSG00000075066,Olfr32,18331,
3240,ENSMUST00000213293,ENSMUSG00000075066,Olfr32,18331,
3241,ENSMUST00000214973,ENSMUSG00000075066,Olfr32,18331,
3242,ENSMUST00000215765,ENSMUSG00000075066,Olfr32,18331,NM_010980
3243,ENSMUST00000049339,ENSMUSG00000037171,Nodal,18119,NM_013611
3244,ENSMUST00000210748,ENSMUSG00000001988,Npas1,18142,
3245,ENSMUST00000211103,ENSMUSG00000001988,Npas1,18142,
3246,ENSMUST00000211695,ENSMUSG00000001988,Npas1,18142,
3247,ENSMUST00000002053,ENSMUSG00000001988,Npas1,18142,NM_008718
3248,ENSMUST00000053959,ENSMUSG00000035161,Ints6,18130,NM_008715
3249,ENSMUST00000223585,ENSMUSG00000035161,Ints6,18130,
3250,ENSMUST00000225700,ENSMUSG00000035161,Ints6,18130,
3251,ENSMUST00000224891,ENSMUSG00000035161,Ints6,18130,
3252,ENSMUST00000225406,ENSMUSG00000035161,Ints6,18130,
3253,ENSMUST00000225250,ENSMUSG00000035161,Ints6,18130,
3254,ENSMUST00000225193,ENSMUSG00000035161,Ints6,18130,
3255,ENSMUST00000015723,ENSMUSG00000015579,Nkx2-5,18091,NM_008700
3256,ENSMUST00000030025,ENSMUSG00000028341,Nr4a3,18124,NM_015743
3257,ENSMUST00000154186,ENSMUSG00000028341,Nr4a3,18124,
3258,ENSMUST00000153369,ENSMUSG00000028341,Nr4a3,18124,
3259,ENSMUST00000133539,ENSMUSG00000028341,Nr4a3,18124,NM_001307989
3260,ENSMUST00000104874,ENSMUSG00000047667,Olfr26,18324,NM_146783
3261,ENSMUST00000212363,ENSMUSG00000058659,Olfr58,18358,
3262,ENSMUST00000215112,ENSMUSG00000058659,Olfr58,18358,NM_011001
3263,ENSMUST00000208626,ENSMUSG00000109511,Nup62,18226,
3264,ENSMUST00000208172,ENSMUSG00000109511,Nup62,18226,
3265,ENSMUST00000207103,ENSMUSG00000109511,Nup62,18226,
3266,ENSMUST00000207085,ENSMUSG00000109511,Nup62,18226,
3267,ENSMUST00000191238,ENSMUSG00000019865,Nmbr,18101,
3268,ENSMUST00000191238,ENSMUSG00000019865,Nmbr,69412,
3269,ENSMUST00000187449,ENSMUSG00000019865,Nmbr,18101,
3270,ENSMUST00000187449,ENSMUSG00000019865,Nmbr,69412,
3271,ENSMUST00000188021,ENSMUSG00000019865,Nmbr,18101,
3272,ENSMUST00000188021,ENSMUSG00000019865,Nmbr,69412,
3273,ENSMUST00000190114,ENSMUSG00000019865,Nmbr,18101,
3274,ENSMUST00000190114,ENSMUSG00000019865,Nmbr,69412,
3275,ENSMUST00000186175,ENSMUSG00000019865,Nmbr,18101,
3276,ENSMUST00000186175,ENSMUSG00000019865,Nmbr,69412,
3277,ENSMUST00000020015,ENSMUSG00000019865,Nmbr,18101,NM_008703
3278,ENSMUST00000020015,ENSMUSG00000019865,Nmbr,69412,NM_008703
3279,ENSMUST00000186382,ENSMUSG00000019865,Nmbr,18101,
3280,ENSMUST00000186382,ENSMUSG00000019865,Nmbr,69412,
3281,ENSMUST00000190751,ENSMUSG00000019865,Nmbr,18101,
3282,ENSMUST00000190751,ENSMUSG00000019865,Nmbr,69412,
3283,ENSMUST00000206009,ENSMUSG00000072707,Olfr31,18330,
3284,ENSMUST00000217035,ENSMUSG00000072707,Olfr31,18330,
3285,ENSMUST00000100872,ENSMUSG00000072707,Olfr31,18330,NM_147027
3286,ENSMUST00000071065,ENSMUSG00000056749,Nfil3,18030,NM_017373
3287,ENSMUST00000030044,ENSMUSG00000039196,Orm1,18405,NM_008768
3288,ENSMUST00000068664,ENSMUSG00000032340,Neo1,18007,NM_008684
3289,ENSMUST00000214547,ENSMUSG00000032340,Neo1,18007,NM_001042752
3290,ENSMUST00000215165,ENSMUSG00000032340,Neo1,18007,
3291,ENSMUST00000217545,ENSMUSG00000032340,Neo1,18007,
3292,ENSMUST00000215026,ENSMUSG00000032340,Neo1,18007,
3293,ENSMUST00000216964,ENSMUSG00000032340,Neo1,18007,
3294,ENSMUST00000022269,ENSMUSG00000021749,Oit1,18300,NM_146050
3295,ENSMUST00000224529,ENSMUSG00000021749,Oit1,18300,
3296,ENSMUST00000057860,ENSMUSG00000047674,Pdha2,18598,NM_008811
3297,ENSMUST00000162942,ENSMUSG00000046178,Nxph1,18231,
3298,ENSMUST00000160300,ENSMUSG00000046178,Nxph1,18231,
3299,ENSMUST00000060369,ENSMUSG00000046178,Nxph1,18231,NM_008751
3300,ENSMUST00000022286,ENSMUSG00000021764,Ndufs4,17993,NM_010887
3301,ENSMUST00000232101,ENSMUSG00000021764,Ndufs4,17993,
3302,ENSMUST00000225707,ENSMUSG00000021764,Ndufs4,17993,
3303,ENSMUST00000225035,ENSMUSG00000021764,Ndufs4,17993,
3304,ENSMUST00000225701,ENSMUSG00000021764,Ndufs4,17993,
3305,ENSMUST00000225978,ENSMUSG00000021764,Ndufs4,17993,
3306,ENSMUST00000072141,ENSMUSG00000025047,Pdcd11,18572,NM_011053
3307,ENSMUST00000033570,ENSMUSG00000031221,Igbp1,18518,NM_008784
3308,ENSMUST00000144881,ENSMUSG00000031221,Igbp1,18518,
3309,ENSMUST00000219374,ENSMUSG00000061032,Rrp1,18114,
3310,ENSMUST00000219406,ENSMUSG00000061032,Rrp1,18114,
3311,ENSMUST00000218962,ENSMUSG00000061032,Rrp1,18114,
3312,ENSMUST00000217835,ENSMUSG00000061032,Rrp1,18114,
3313,ENSMUST00000219901,ENSMUSG00000061032,Rrp1,18114,
3314,ENSMUST00000219141,ENSMUSG00000061032,Rrp1,18114,
3315,ENSMUST00000217824,ENSMUSG00000061032,Rrp1,18114,
3316,ENSMUST00000204978,ENSMUSG00000029632,Ndufa4,17992,NM_010886
3317,ENSMUST00000204084,ENSMUSG00000029632,Ndufa4,17992,
3318,ENSMUST00000203801,ENSMUSG00000029632,Ndufa4,17992,
3319,ENSMUST00000031637,ENSMUSG00000029632,Ndufa4,17992,
3320,ENSMUST00000204714,ENSMUSG00000029632,Ndufa4,17992,
3321,ENSMUST00000042747,ENSMUSG00000038071,Npy6r,18169,NM_010935
3322,ENSMUST00000196324,ENSMUSG00000048540,Nhlh2,18072,
3323,ENSMUST00000066187,ENSMUSG00000048540,Nhlh2,18072,NM_178777
3324,ENSMUST00000198675,ENSMUSG00000048540,Nhlh2,18072,
3325,ENSMUST00000042844,ENSMUSG00000041120,Nbl1,17965,NM_008675
3326,ENSMUST00000132940,ENSMUSG00000041120,Nbl1,17965,
3327,ENSMUST00000132900,ENSMUSG00000041120,Nbl1,17965,
3328,ENSMUST00000085591,ENSMUSG00000029644,Pdx1,18609,NM_008814
3329,ENSMUST00000217290,ENSMUSG00000100923,Olfr10,18307,
3330,ENSMUST00000187570,ENSMUSG00000100923,Olfr10,18307,NM_206822
3331,ENSMUST00000047611,ENSMUSG00000041429,Nthl1,18207,NM_008743
3332,ENSMUST00000046174,ENSMUSG00000037625,Cldn11,18417,NM_008770
3333,ENSMUST00000212943,ENSMUSG00000066896,Olfr18,18315,
3334,ENSMUST00000211895,ENSMUSG00000066896,Olfr18,18315,
3335,ENSMUST00000086473,ENSMUSG00000066896,Olfr18,18315,NM_146563
3336,ENSMUST00000006687,ENSMUSG00000028359,Orm3,18407,NM_013623
3337,ENSMUST00000223220,ENSMUSG00000004791,Pgf,18654,
3338,ENSMUST00000220985,ENSMUSG00000004791,Pgf,18654,
3339,ENSMUST00000222850,ENSMUSG00000004791,Pgf,18654,
3340,ENSMUST00000004913,ENSMUSG00000004791,Pgf,18654,NM_008827
3341,ENSMUST00000004913,ENSMUSG00000004791,Pgf,18654,NM_001271705
3342,ENSMUST00000168776,ENSMUSG00000116048,Sept2,18000,NM_001159719
3343,ENSMUST00000179353,ENSMUSG00000116048,Sept2,18000,NM_010891
3344,ENSMUST00000179353,ENSMUSG00000116048,Sept2,18000,NM_001159717
3345,ENSMUST00000172165,ENSMUSG00000116048,Sept2,18000,NM_001159718
3346,ENSMUST00000075341,ENSMUSG00000061540,Orm2,18406,NM_011016
3347,ENSMUST00000033715,ENSMUSG00000031349,Nsdhl,18194,NM_010941
3348,ENSMUST00000155663,ENSMUSG00000031349,Nsdhl,18194,
3349,ENSMUST00000014438,ENSMUSG00000014294,Ndufa2,17991,NM_010885
3350,ENSMUST00000079772,ENSMUSG00000063727,Tnfrsf11b,18383,NM_008764
3351,ENSMUST00000050027,ENSMUSG00000037362,Ccn3,18133,NM_010930
3352,ENSMUST00000027449,ENSMUSG00000026241,Nppc,18159,NM_010933
